Entity Name,Entity Code,Shade Family,Hex Code,Feature Tag,Color Temperature,Tonality,Room,Popularity,Page Number,Position Number,Latest,Page URL,Complementary Shade 1 - Similar Tone,Similar Tone Hex,Complementary Shade 2 - Recommended Pairing,Recommended Pairing Hex,Complementary Shade 3 - Classic Opposite,Classic Opposite Hex,Complementary Shade 4 - Matched Tonality Opposite,Matched Tonality Opposite Hex,Suggested Wallpaper - Similar Tone,Similar Tone Wallpaper Hex,Suggested Wallpaper Link - Similar Tone,Suggested Wallpaper - Complementary,Complementary Wallpaper Hex,Suggested Wallpaper Link - Complementary,Suggested Texture - Complementary,Complementary Texture Hex,Suggested Texture Link - Complementary,Suggested Texture - Best Aesthetic Match,Best Aesthetic Match Hex,Suggested Texture Link - Best Aesthetic Match
hyacinth mist,7210,purples,#C8CEE4,,cool,light,"living room, bedroom, exterior body",323,41,3,1878,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/hyacinth-mist.html,imperial blue (7245),#404E7E,dried arecanut-n (9958),#835242,indian olive-n (9866),#95813A,stately garden (7827),#EFE6BF,Replay - Rush - Aqua Blue (W159XE26N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE26N75-10x10.jpeg,Ador - Serenade - Fine Flower - Pale Grey (AW02VH14N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH14N75.jpg,Metallics Disc (TXT1024CMB1081),#E2C87B,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1024CMB1081.jpg,Spiral (TXT1044CMB1155),#EF977A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1044CMB1155.jpg
violet pond,7209,purples,#BAC2E1,Recommended,cool,light,"living room, bedroom, exterior body",324,41,4,1877,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/violet-pond.html,purple robe (7214),#6A7FB7,nut roast-n (9908),#965940,summer fern (7829),#CCAE27,hermit shack (7826),#ECE1B2,Replay - Rush - Navy Blue (W159XE29N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE29N75-10x10.jpeg,Ador - Serenade - Fine Flower - Cream (AW02VH16N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH16N75.jpg,Linen (PLY1004RIM1001),#E4D8AC,https://www.asianpaints.com/content/dam/asian_paints/textures/room-shots/PLY1004RIM1001.png,Royale Play Midas (IDC0101CMB1006),#B37457,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IDC0101CMB1006.jpg
petal soft,7208,purples,#A4AED6,,cool,medium,"kids room, prayer room",325,41,5,1876,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/petal-soft.html,eastern bluebird-n (9638),#5F79B4,toffee almond-n (9931),#825849,retro avocado (7791),#9E9367,summer yellow (7863),#FEE27B,Replay - Sky Dance - Berry Blue (W159XE31N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE31N75-10x10.jpeg,Ador - Serenade - Fine Flower - Steel Grey (AW02VH18N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH18N75.jpg,Infinitex Square (TXT1047CMB1166),#F8C90D,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1047CMB1166.jpg,Torrent (TXT1050CMB1186),#E19675,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1050CMB1186.jpg
classic purple,7207,purples,#8C98C9,Recommended,cool,medium,"kids room, prayer room",326,41,6,1875,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/classic-purple.html,ladakh nights-n (9636),#3D4255,touch of fuschia (8140),#F6EDE9,soft honey (7876),#F7F2DE,tangerine yellow-n (9874),#F2D15D,Replay - Tempest - Ocean Blue (W159XE34N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE34N75-10x10.jpeg,Sabyasachi Chapter 4: Paris-Calcutta - Varak (Mica) (W269LO21S75),#C8B8A6,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO21S75.jpg,Infinitex Square (TXT1047CMB1166),#F8C90D,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1047CMB1166.jpg,Splash (TXT1045CMB1156),#CB8067,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1045CMB1156.jpg
purple heart,7206,purples,#6977B0,,cool,medium,"kids room, prayer room",327,41,7,1874,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/purple-heart.html,edge of dawn (7216),#9FAED6,winged angel (8100),#F7EDE9,vanilla ice (7836),#F3EEDA,sweet celery (7807),#B4A464,Replay - May Day - Floral White (W159XE38N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE38N75-10x10.jpeg,Sabyasachi Chapter 2: India Revival Project - Guldasta - Kesar (W109WI27S75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W109WI27S75.jpg,Royale Play Midas (IDC0101CMB1004),#CAA953,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IDC0101CMB1004.jpg,Metallics Zig Zag (TXT1055CMB1202),#C26C5A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1055CMB1202.jpg
purple chiffon,7205,purples,#52578D,,cool,dark,"highlight walls, niches & alcoves, bedroom",328,41,8,1873,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/purple-chiffon.html,princess purple (7193),#A3A5B9,twilight sky (8204),#EFE8E3,soft focus (7748),#F1EFD7,midday meadow-n (9843),#ACA03C,Replay - May Day - Teal (W159XE41N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE41N75-10x10.jpeg,Magnificent South - Splendid Summer - Deccan Stone (W151Z733N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z733N75.jpg,Basket (TNB1003CMB107),#948936,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1003CMB107.jpeg,Metallics Crinkle (TXT1017CMB1064),#945E38,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1017CMB1064.jpg
pearly gates,7219,purples,#E1E3E7,,cool,light,"living room, bedroom, exterior body",329,42,1,1872,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/pearly-gates.html,rum & raisin (7224),#8896B1,pure espresso-n (K090),#5E5958,bravo (8429),#565147,soft snow (L175),#EFE8DA,Replay - Jazz Tune - Jade (W159XE45N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE45N75-10x10.jpeg,Ador - Serenade - Cottage Rose - Blooming Rust (AW02VH19N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH19N75.jpg,Velour Print (LIC1009CMB1013),#F9D381,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1009CMB1013.jpg,Stucco Marble (TXT1048CMB1170),#FCC7BE,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1048CMB1170.jpg
beautiful berry,7218,purples,#CCD3E3,Recommended,cool,light,"living room, bedroom, exterior body",330,42,2,1871,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/beautiful-berry.html,french purple (7215),#8298C9,acorn shell-n (9959),#834E42,brigade green-n (K160),#5A5343,buttercream-n (L188),#E7DCC3,Replay - Autumn Rain - Slate Grey (W159XE46N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE46N75-10x10.jpeg,Ador - Serenade - Flower Trail - Pale Brown (AW02VH35N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH35N75.jpg,DuneDrizzle (TXT1025CMB1091),#DEBF78,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1025CMB1091.jpg,Stucco Marble (TXT1048CMB1173),#D37B69,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1048CMB1173.jpg
lilac ribbon-n,9632,purples,#C7CDE7,,cool,light,"living room, bedroom, exterior body",331,42,3,1870,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/lilac-ribbon-n.html,royal glimmer (7200),#9298BC,sarawak-n (K202),#875D49,greenery (7806),#A69858,ivory coast (3165),#E7E2CB,Sabyasachi Chapter 4: Paris-Calcutta - Irani Turquoise (W269LO10S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO10S75.jpg,Ador - Serenade - Dazzler - Gold (AW02VH44N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH44N75.jpg,Velour Classique (LIC1009CMB1007),#E8E1B9,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1009CMB1007.jpg,Terra Surge (IMP1007CMB1004),#CD967C,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1007CMB1004.png
berry blush,7217,purples,#B8C3E2,Recommended,cool,light,"living room, bedroom, exterior body",332,42,4,1869,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/berry-blush.html,grape shake (7223),#74829F,old brick (8613),#8A5443,gherkin green-n (9860),#937A36,crusade-n (0684),#DAD5C7,Sabyasachi Chapter 4: Paris-Calcutta - Indigo (W269LO16S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO16S75.jpg,Ador - Serenade - Dazzler - Pale Brown (AW02VH46N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH46N75.jpg,Lithos Dazzle (LXE1012CMB1007),#EBD8A7,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1012CMB1007.jpg,Delta (TXT1021CMB1073),#D19685,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1021CMB1073.jpg
edge of dawn,7216,purples,#9FAED6,,cool,medium,"kids room, prayer room",333,42,5,1868,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/edge-of-dawn.html,pale orchid (7231),#808DA0,walnut bark-n (9932),#7B594F,mustard field (X102),#D3A72E,mid-day (7871),#FED774,Sabyasachi Chapter 4: Paris-Calcutta - Ink Blue (W269LO19S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO19S75.jpg,Ador - Serenade - Dazzler - Ivory (AW02VH47N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH47N75.jpg,Royale Play Midas (IDC0101CMB1007),#D2B156,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IDC0101CMB1007.jpg,Colourwash (TXT1012CMB1047),#D76F4E,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1012CMB1047.jpg
french purple,7215,purples,#8298C9,Recommended,cool,medium,"kids room, prayer room",334,42,6,1867,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/french-purple.html,istanbul blue-n (9640),#49689E,peri peri-n (K230),#8C483A,pressed linen (L150),#F6F0E3,countryside (0G15),#C3B38B,Sabyasachi Chapter 4: Paris-Calcutta - Neela (Mica) (W269LO23S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO23S75.jpg,Sabyasachi Chapter 4: Paris-Calcutta - Chalk (W269LO30S75),#C8B8A6,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO30S75.jpg,CrissCross (TXT1018CMB1070),#F9CD62,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1018CMB1070.jpg,Metallics Combing (TXT1015CMB1054),#D87465,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1015CMB1054.jpg
purple robe,7214,purples,#6A7FB7,,cool,medium,"kids room, prayer room",335,42,7,1866,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/purple-robe.html,purple shell (7225),#9FA9C2,tinge of rose (8084),#F5E6E1,double cream (L134),#F0EADA,ginger ale (7847),#B5A574,Sabyasachi Chapter 4: Paris-Calcutta - Vintage Firoza (W269LO37S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO37S75.jpg,Sabyasachi Chapter 2: India Revival Project - Lajwanti - Sahara Rose (W109WI37S75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W109WI37S75.jpg,Brushstrokes (TXT1009CMB1036),#CB9306,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1009CMB1036.jpg,Metallics Charpai (TNB1006CMB1005),#A75D49,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1006CMB1005.jpeg
bluebell beauty-n,9633,purples,#5D6BA6,,cool,dark,"highlight walls, niches & alcoves, bedroom",336,42,8,1865,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/bluebell-beauty-n.html,petal soft (7208),#A4AED6,day lily (8060),#F7EBE5,mild yellow (7844),#F2EDD7,sunny sonmarg-i (X210),#D3B733,Sabyasachi Chapter 4: Paris-Calcutta - Emerald (W269LO38S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO38S75.jpg,Sandtales - Sacred Spirit - Dune (W145Z372N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z372N75-10x10.jpeg,Metallo Fuso Ripple (MSC1017CMB1002),#9B915E,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/MSC1017CMB1002.jpg,Infinitex Shale (TXT1040CMB1140),#9D5D41,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1040CMB1140.jpg
house of windsor,7227,purples,#CFD4DE,,cool,light,"living room, bedroom, exterior body",337,43,1,1864,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/house-of-windsor.html,energy (7230),#626B7D,burnt malt (8229),#4D4847,mud carnival-n (K162),#706C64,confetti (8300),#E2DED6,Sabyasachi Chapter 4: Paris-Calcutta - Neela (W269LO50S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO50S75.jpg,Ador - Serenade - Princess Border - Pale Brown (AW02VH49N75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH49N75.jpg,Charpai (TNB1005CMB1001),#D8B473,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1005CMB1001.jpeg,Dune Halo (LIC1012CMB1008),#F2B0A4,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1012CMB1008.jpg
violet vista,7226,purples,#B7BFD3,,cool,light,"living room, bedroom, exterior body",338,43,2,1863,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/violet-vista.html,royal wave (X143),#434F65,mahogany bay-n (9946),#864E43,turtle shell (8479),#938970,silver trinket (8298),#C8C6C1,Ador - Serenade - Princess - Teal (AW02VH02N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH02N75.jpg,Sabyasachi Chapter 2: India Revival Project - Guldasta - Laung (W109WI26S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W109WI26S75.jpg,Fern (PLY1007RIM1003),#E0CB96,https://www.asianpaints.com/content/dam/asian_paints/textures/room-shots/PLY1007RIM1003.png,Marina (TXT1032CMB1120),#DC4936,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1032CMB1120.jpg
purple shell,7225,purples,#9FA9C2,,cool,medium,"kids room, prayer room",339,43,3,1862,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/purple-shell.html,mountain vale (7222),#667492,pinyon pine-n (9940),#664B43,powder puff (7972),#F6F0E1,neutral ground-n (K163),#B9B4A8,Ador - Serenade - Princess - Royal Blue (AW02VH03N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH03N75.jpg,Sabyasachi Chapter 4: Paris-Calcutta - Badam (Mica) (W269LO32S75),#C8B8A6,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO32S75.jpg,Antico (LIC1013CMB1011),#F4D16F,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1013CMB1011.jpg,ZigZag (TXT1054CMB1199),#DD4937,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1054CMB1199.jpg
rum & raisin,7224,purples,#8896B1,Recommended,cool,medium,"kids room, prayer room",340,43,4,1861,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/rum-n-raisin.html,convent blue-n (9634),#536684,pale blush (8132),#F4E8E7,morning glory (0765),#F1ECE2,natural tinge (7879),#DBB163,Ador - Serenade - Spring Day - Blue (AW02VH12N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH12N75.jpg,Sandtales - Wind and Sand - Sand Earth 2 (W145Z381N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z381N75-10x10.jpeg,Metallics Colourwash (TXT1013CMB1050),#CCAF7A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1013CMB1050.jpg,Disc (TXT1023CMB1083),#C84939,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1023CMB1083.jpg
grape shake,7223,purples,#74829F,,cool,medium,"kids room, prayer room",341,43,5,1860,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/grape-shake.html,thunder (7232),#9EA9B9,lavender lace (7156),#ECE6E4,almost ivory (L156),#F3EDE0,garden bench (8432),#8D8980,Ador - Serenade - Cottage Leaf - Indigo (AW02VH27N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH27N75.jpg,Sabyasachi Chapter 3: Heartland - Great Moghol Traveller - Wet Turmeric (W150Z436S75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z436S75.jpg,Dune Corolla (IMP1009CMB1004),#AE996C,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1009CMB1004.png,Spatula (TXT1042CMB1152),#B84935,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1042CMB1152.jpg
mountain vale,7222,purples,#667492,Recommended,cool,dark,"highlight walls, niches & alcoves, bedroom",342,43,6,1859,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/mountain-vale.html,purple shell (7225),#9FA9C2,divinity (8700),#EBDDDA,pearl star (L103),#F3EDE0,peeli sarson-i (X173),#CB9430,Ador - Serenade - Flower Trail - River Blue (AW02VH32N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH32N75.jpg,Sabyasachi Chapter 3: Heartland - Florentine Damask - Apricot Kernel (W150Z439S75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z439S75.jpg,HerringBone (TXT1029CMB1106),#BB903F,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1029CMB1106.jpg,Canvas (TXT1010CMB1040),#BD493D,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1010CMB1040.jpg
convent blue-n,9634,purples,#536684,,cool,dark,"highlight walls, niches & alcoves, bedroom",343,43,7,1858,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/convent-blue-n.html,thunder (7232),#9EA9B9,pink mist (8092),#F7E2E0,retro white (L179),#EFE8DD,igneous rock (8470),#776E63,Ador - Serenade - Flower Trail - Pale Blue (AW02VH34N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH34N75.jpg,Sabyasachi Chapter 3: Heartland - Florentine Damask - Tuscan Terracotta (W150Z440S75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z440S75.jpg,Metallics Combing (TXT1015CMB1061),#C38014,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1015CMB1061.jpg,Combing (TXT1014CMB1052),#B1392E,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1014CMB1052.jpg
ganges midnight-n,9635,purples,#455069,Recommended,cool,dark,"highlight walls, niches & alcoves, bedroom",344,43,8,1857,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/ganges-midnight-n.html,edge of dawn (7216),#9FAED6,zinnia bloom (8716),#EFE3DF,swan wing (L101),#F5EFE1,alleppey waters-n (K180),#665E4A,Ador - Serenade - Make Your Mark - River Blue (AW02VH40N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH40N75.jpg,Replay - May Day - Emerald (W159XE40N75),#5E5D57,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE40N75-10x10.jpeg,Metallics Tussar (TNB1016CMB1005),#8D712E,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1016CMB1005.jpeg,Dapple (TXT1019CMB1071),#792B19,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1019CMB1071.jpg
dusky iris,7235,purples,#D5DADC,,cool,light,"living room, exterior body, prayer room",345,44,1,1856,https://www.asianpaints.com/colour-catalogue/purple-wall-colours/dusky-iris.html,matt onyx-n (K293),#536166,berry brunch (8133),#8E3F4F,dark soil-n (K281),#584B45,pink clam-n (K231),#E8D2C9,Ador - Serenade - Princess Border - Blue (AW02VH52N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH52N75.jpg,Ador - Serenade - Spring Day - Cream (AW02VH08N75),#C8B8A6,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH08N75.jpg,Torrent (TXT1050CMB1186),#E19675,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1050CMB1186.jpg,Lithos Dazzle (LXE1012CMB1007),#EBD8A7,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1012CMB1007.jpg
